team1,team2,win
pet-peacock.pet-puppy.pet-fly.pet-seal.pet-hippo,pet-flamingo.pet-seal.pet-horse.pet-crab.pet-dirty-rat,0
pet-owl.pet-cat.pet-owl.pet-kangaroo.pet-blowfish,pet-snake.pet-boar.pet-llama.pet-dodo.pet-pig,1
pet-crab.pet-rhino.pet-bison.pet-shrimp.pet-microbe,pet-caterpillar.pet-peacock.pet-butterfly.pet-cow.pet-seal,0
pet-poodle.pet-duck.pet-rhino.pet-worm.pet-tiger,pet-tiger.pet-shrimp.pet-dodo.pet-dolphin.pet-snake,1
pet-tropical-fish.pet-dolphin.pet-turkey.pet-cat.pet-elephant,pet-sauropod.pet-pig.pet-llama.pet-whale.pet-blowfish,1
pet-badger.pet-snail.pet-rhino.pet-gorilla.pet-lobster,pet-turkey.pet-badger.pet-peacock.pet-horse.pet-squirrel,0
pet-fly.pet-hedgehog.pet-peacock.pet-squirrel.pet-swan,pet-bison.pet-rat.pet-whale.pet-rabbit.pet-skunk,1
pet-rooster.pet-caterpillar.pet-spider.pet-squirrel.pet-kangaroo,pet-turtle.pet-sloth.pet-penguin.pet-duck.pet-hatching-chick,0
pet-pig.pet-bison.pet-pig.pet-lobster.pet-buffalo,pet-cricket.pet-leopard.pet-cat.pet-dodo.pet-hippo,1
pet-horse.pet-octopus.pet-whale.pet-tabby-cat.pet-puppy,pet-hippo.pet-camel.pet-fish.pet-octopus.pet-cat,1
pet-turtle.pet-eagle.pet-buffalo.pet-dromedary.pet-tyrannosaurus,pet-llama.pet-owl.pet-eagle.pet-dirty-rat.pet-peacock,0
pet-skunk.pet-rabbit.pet-bluebird.pet-sloth.pet-snail,pet-fly.pet-fish.pet-shrimp.pet-cat.pet-skunk,1
pet-scorpion.pet-goat.pet-worm.pet-elephant.pet-blowfish,pet-turtle.pet-duck.pet-tabby-cat.pet-none.pet-cricket,0
pet-horse.pet-rooster.pet-cat.pet-bat.pet-crab,pet-octopus.pet-puppy.pet-penguin.pet-cricket.pet-deer,1
pet-goat.pet-buffalo.pet-dolphin.pet-gorilla.pet-parrot,pet-spider.pet-crocodile.pet-penguin.pet-gorilla.pet-beetle,0
pet-seal.pet-cricket.pet-buffalo.pet-cat.pet-dodo,pet-crab.pet-boar.pet-cricket.pet-dodo.pet-bluebird,1
pet-rooster.pet-shrimp.pet-hatching-chick.pet-butterfly.pet-ox,pet-turtle.pet-tiger.pet-fly.pet-squirrel.pet-boar,1
pet-tiger.pet-crab.pet-rooster.pet-hippo.pet-dirty-rat,pet-whale.pet-rooster.pet-parrot.pet-cow.pet-sloth,1
pet-cat.pet-flamingo.pet-caterpillar.pet-swan.pet-leopard,pet-chicken.pet-camel.pet-otter.pet-bison.pet-mosquito,1
pet-lobster.pet-swan.pet-beaver.pet-puppy.pet-dragon,pet-rooster.pet-fly.pet-snail.pet-sheep.pet-whale,1
pet-squirrel.pet-bee.pet-duck.pet-ant.pet-leopard,pet-microbe.pet-horse.pet-caterpillar.pet-ant.pet-scorpion,0
pet-skunk.pet-cricket.pet-rabbit.pet-butterfly.pet-badger,pet-turtle.pet-tiger.pet-bluebird.pet-ox.pet-sloth,0
pet-microbe.pet-bison.pet-microbe.pet-monkey.pet-swan,pet-turkey.pet-scorpion.pet-cow.pet-ox.pet-seal,1
pet-dodo.pet-penguin.pet-scorpion.pet-rat.pet-puppy,pet-owl.pet-bison.pet-buffalo.pet-duck.pet-peacock,1
pet-pig.pet-dodo.pet-owl.pet-snake.pet-tropical-fish,pet-scorpion.pet-camel.pet-mosquito.pet-dragon.pet-horse,2
pet-beaver.pet-pig.pet-dog.pet-scorpion.pet-dodo,pet-poodle.pet-bison.pet-none.pet-turkey.pet-shrimp,1
pet-gorilla.pet-ant.pet-deer.pet-mosquito.pet-octopus,pet-dolphin.pet-monkey.pet-whale.pet-poodle.pet-peacock,0
pet-swan.pet-beetle.pet-poodle.pet-tropical-fish.pet-scorpion,pet-swan.pet-skunk.pet-shrimp.pet-worm.pet-turkey,1
pet-hedgehog.pet-swan.pet-bat.pet-octopus.pet-turkey,pet-dog.pet-pig.pet-deer.pet-lobster.pet-squirrel,2
pet-dragon.pet-blowfish.pet-turtle.pet-hatching-chick.pet-duck,pet-bluebird.pet-monkey.pet-cow.pet-giraffe.pet-leopard,0
pet-snake.pet-sloth.pet-deer.pet-tropical-fish.pet-ladybug,pet-whale.pet-dog.pet-cow.pet-dog.pet-hedgehog,0
pet-snake.pet-deer.pet-swan.pet-spider.pet-turkey,pet-shrimp.pet-eagle.pet-rabbit.pet-pig.pet-monkey,0
pet-dromedary.pet-butterfly.pet-whale.pet-lobster.pet-poodle,pet-poodle.pet-dolphin.pet-skunk.pet-rhino.pet-hippo,1
pet-tyrannosaurus.pet-lobster.pet-microbe.pet-mammoth.pet-bluebird,pet-lobster.pet-dirty-rat.pet-gorilla.pet-rabbit.pet-octopus,1
pet-dolphin.pet-badger.pet-tabby-cat.pet-hippo.pet-caterpillar,pet-badger.pet-hippo.pet-eagle.pet-microbe.pet-peacock,0
pet-badger.pet-boar.pet-microbe.pet-cow.pet-dog,pet-ladybug.pet-lobster.pet-fish.pet-turkey.pet-ox,0
pet-leopard.pet-boar.pet-hedgehog.pet-butterfly.pet-camel,pet-bison.pet-flamingo.pet-tabby-cat.pet-dragon.pet-rhino,1
pet-otter.pet-peacock.pet-goat.pet-skunk.pet-rat,pet-buffalo.pet-boar.pet-duck.pet-llama.pet-tyrannosaurus,1
pet-ant.pet-microbe.pet-bat.pet-tiger.pet-worm,pet-spider.pet-peacock.pet-horse.pet-worm.pet-boar,1
pet-rat.pet-bison.pet-scorpion.pet-hippo.pet-parrot,pet-hippo.pet-hedgehog.pet-dirty-rat.pet-tabby-cat.pet-bison,0
pet-flamingo.pet-turkey.pet-boar.pet-scorpion.pet-penguin,pet-snake.pet-sauropod.pet-blowfish.pet-goat.pet-seal,0
pet-hedgehog.pet-rat.pet-rat.pet-blowfish.pet-puppy,pet-rhino.pet-badger.pet-owl.pet-bluebird.pet-beetle,1
pet-worm.pet-tiger.pet-fish.pet-squirrel.pet-beetle,pet-dog.pet-peacock.pet-lobster.pet-ant.pet-fish,1
pet-fish.pet-tabby-cat.pet-badger.pet-swan.pet-crocodile,pet-rhino.pet-tropical-fish.pet-tiger.pet-cricket.pet-leopard,1
pet-shrimp.pet-worm.pet-sheep.pet-parrot.pet-turtle,pet-tabby-cat.pet-dog.pet-goat.pet-parrot.pet-squirrel,1
pet-hatching-chick.pet-dragon.pet-tropical-fish.pet-snail.pet-ant,pet-giraffe.pet-spider.pet-puppy.pet-ladybug.pet-tropical-fish,0
pet-gorilla.pet-cow.pet-dromedary.pet-dog.pet-otter,pet-whale.pet-rabbit.pet-hippo.pet-seal.pet-dog,1
pet-crocodile.pet-peacock.pet-badger.pet-gorilla.pet-owl,pet-rhino.pet-beaver.pet-scorpion.pet-blowfish.pet-caterpillar,0
pet-seal.pet-whale.pet-flamingo.pet-fly.pet-worm,pet-octopus.pet-rooster.pet-hippo.pet-dirty-rat.pet-penguin,2
pet-hatching-chick.pet-dog.pet-cow.pet-dragon.pet-cat,pet-squirrel.pet-eagle.pet-puppy.pet-leopard.pet-eagle,1
pet-cow.pet-turkey.pet-bee.pet-boar.pet-monkey,pet-owl.pet-elephant.pet-worm.pet-hippo.pet-leopard,0
pet-buffalo.pet-giraffe.pet-ladybug.pet-bee.pet-dirty-rat,pet-owl.pet-monkey.pet-goat.pet-dromedary.pet-fish,1
pet-mosquito.pet-snake.pet-ox.pet-squirrel.pet-none,pet-cricket.pet-crab.pet-beetle.pet-dog.pet-rooster,0
pet-duck.pet-octopus.pet-beetle.pet-tropical-fish.pet-kangaroo,pet-poodle.pet-owl.pet-ladybug.pet-camel.pet-monkey,0
pet-flamingo.pet-tiger.pet-snake.pet-butterfly.pet-tropical-fish,pet-squirrel.pet-lobster.pet-seal.pet-rhino.pet-scorpion,0
pet-ox.pet-turkey.pet-dog.pet-tiger.pet-dromedary,pet-mammoth.pet-turkey.pet-butterfly.pet-goat.pet-elephant,1
pet-tyrannosaurus.pet-rabbit.pet-duck.pet-duck.pet-pig,pet-bluebird.pet-dromedary.pet-otter.pet-rhino.pet-goat,1
pet-deer.pet-hippo.pet-rabbit.pet-fish.pet-rooster,pet-scorpion.pet-spider.pet-cow.pet-octopus.pet-elephant,0
pet-owl.pet-shrimp.pet-lobster.pet-rat.pet-swan,pet-eagle.pet-mammoth.pet-butterfly.pet-hippo.pet-flamingo,1
pet-mosquito.pet-bluebird.pet-deer.pet-hatching-chick.pet-none,pet-dragon.pet-turtle.pet-ladybug.pet-crab.pet-beaver,1
pet-crab.pet-peacock.pet-llama.pet-poodle.pet-cow,pet-beaver.pet-lobster.pet-none.pet-chicken.pet-snake,2
pet-penguin.pet-spider.pet-ant.pet-rhino.pet-tabby-cat,pet-buffalo.pet-lobster.pet-skunk.pet-lobster.pet-ox,1
pet-owl.pet-hatching-chick.pet-goat.pet-chicken.pet-lobster,pet-peacock.pet-cow.pet-gorilla.pet-peacock.pet-turkey,1
pet-beetle.pet-rhino.pet-kangaroo.pet-deer.pet-skunk,pet-ladybug.pet-bee.pet-beaver.pet-bee.pet-ant,0
pet-sauropod.pet-pig.pet-sloth.pet-gorilla.pet-rhino,pet-whale.pet-ant.pet-dragon.pet-hatching-chick.pet-tyrannosaurus,0
pet-butterfly.pet-dodo.pet-squirrel.pet-hatching-chick.pet-sauropod,pet-monkey.pet-elephant.pet-cricket.pet-puppy.pet-crab,0
pet-tiger.pet-crab.pet-dolphin.pet-tiger.pet-beetle,pet-rabbit.pet-peacock.pet-none.pet-chicken.pet-beaver,0
pet-hedgehog.pet-snake.pet-snake.pet-mosquito.pet-deer,pet-hatching-chick.pet-bison.pet-goat.pet-tiger.pet-horse,0
pet-rat.pet-blowfish.pet-rooster.pet-horse.pet-dodo,pet-turtle.pet-whale.pet-beetle.pet-eagle.pet-deer,1
pet-tiger.pet-worm.pet-swan.pet-camel.pet-cricket,pet-skunk.pet-sloth.pet-caterpillar.pet-skunk.pet-dolphin,1
pet-whale.pet-crocodile.pet-ox.pet-tiger.pet-camel,pet-peacock.pet-llama.pet-otter.pet-scorpion.pet-fish,0
pet-turtle.pet-octopus.pet-whale.pet-buffalo.pet-cow,pet-badger.pet-worm.pet-eagle.pet-fish.pet-eagle,1
pet-llama.pet-leopard.pet-cat.pet-bat.pet-snake,pet-scorpion.pet-fish.pet-tiger.pet-hatching-chick.pet-puppy,0
pet-duck.pet-dodo.pet-scorpion.pet-badger.pet-mammoth,pet-rhino.pet-fish.pet-none.pet-dragon.pet-rooster,1
pet-beetle.pet-ladybug.pet-fly.pet-sheep.pet-snake,pet-giraffe.pet-otter.pet-monkey.pet-hatching-chick.pet-dodo,0
pet-camel.pet-elephant.pet-rooster.pet-shrimp.pet-monkey,pet-pig.pet-ant.pet-hedgehog.pet-hedgehog.pet-buffalo,1
pet-blowfish.pet-camel.pet-camel.pet-leopard.pet-rooster,pet-shrimp.pet-camel.pet-rooster.pet-owl.pet-eagle,0
pet-badger.pet-cow.pet-flamingo.pet-whale.pet-turkey,pet-octopus.pet-caterpillar.pet-tiger.pet-llama.pet-kangaroo,0
pet-flamingo.pet-leopard.pet-ox.pet-mammoth.pet-buffalo,pet-fly.pet-hedgehog.pet-boar.pet-tropical-fish.pet-turtle,2
pet-turkey.pet-rat.pet-cricket.pet-octopus.pet-mammoth,pet-dog.pet-penguin.pet-poodle.pet-leopard.pet-eagle,0
pet-bluebird.pet-turkey.pet-dragon.pet-bee.pet-tiger,pet-tyrannosaurus.pet-blowfish.pet-leopard.pet-fish.pet-ant,1
pet-beaver.pet-flamingo.pet-duck.pet-beetle.pet-bluebird,pet-dodo.pet-badger.pet-swan.pet-octopus.pet-butterfly,1
pet-rabbit.pet-flamingo.pet-squirrel.pet-horse.pet-leopard,pet-rabbit.pet-ladybug.pet-kangaroo.pet-elephant.pet-monkey,0
pet-pig.pet-deer.pet-camel.pet-turtle.pet-skunk,pet-goat.pet-turkey.pet-beetle.pet-owl.pet-ant,0
pet-beaver.pet-beetle.pet-otter.pet-shrimp.pet-poodle,pet-rabbit.pet-scorpion.pet-sauropod.pet-giraffe.pet-seal,1
pet-tropical-fish.pet-crocodile.pet-ladybug.pet-beaver.pet-puppy,pet-squirrel.pet-buffalo.pet-mosquito.pet-cat.pet-ox,1
pet-pig.pet-tropical-fish.pet-microbe.pet-mammoth.pet-kangaroo,pet-tropical-fish.pet-pig.pet-badger.pet-dodo.pet-octopus,2
pet-crocodile.pet-bison.pet-eagle.pet-swan.pet-skunk,pet-elephant.pet-leopard.pet-deer.pet-rabbit.pet-dragon,0
pet-fly.pet-tiger.pet-badger.pet-leopard.pet-butterfly,pet-mammoth.pet-buffalo.pet-microbe.pet-caterpillar.pet-hedgehog,2
pet-owl.pet-hedgehog.pet-mosquito.pet-ant.pet-cat,pet-snail.pet-boar.pet-goat.pet-leopard.pet-tiger,1
pet-dragon.pet-deer.pet-spider.pet-duck.pet-ladybug,pet-tropical-fish.pet-cow.pet-cow.pet-mammoth.pet-rat,0
pet-fish.pet-beetle.pet-poodle.pet-peacock.pet-fly,pet-llama.pet-deer.pet-hippo.pet-caterpillar.pet-tropical-fish,1
pet-cricket.pet-monkey.pet-mosquito.pet-elephant.pet-butterfly,pet-dog.pet-snake.pet-octopus.pet-buffalo.pet-boar,1
pet-kangaroo.pet-mammoth.pet-cricket.pet-microbe.pet-duck,pet-dog.pet-duck.pet-turkey.pet-mammoth.pet-mosquito,2
pet-beetle.pet-sauropod.pet-swan.pet-mammoth.pet-parrot,pet-fly.pet-dog.pet-worm.pet-crab.pet-kangaroo,0
pet-bison.pet-tiger.pet-chicken.pet-whale.pet-camel,pet-bee.pet-parrot.pet-lobster.pet-beaver.pet-leopard,2
pet-ox.pet-crocodile.pet-squirrel.pet-spider.pet-rhino,pet-turtle.pet-eagle.pet-sheep.pet-ladybug.pet-shrimp,0
pet-dodo.pet-whale.pet-rabbit.pet-worm.pet-eagle,pet-none.pet-squirrel.pet-eagle.pet-monkey.pet-rhino,0
pet-dolphin.pet-dolphin.pet-cat.pet-turkey.pet-fish,pet-boar.pet-ant.pet-ant.pet-duck.pet-owl,1
pet-puppy.pet-dodo.pet-pig.pet-cricket.pet-elephant,pet-octopus.pet-beaver.pet-bluebird.pet-squirrel.pet-llama,1
pet-camel.pet-worm.pet-ox.pet-ladybug.pet-parrot,pet-lobster.pet-skunk.pet-llama.pet-blowfish.pet-otter,1
pet-crocodile.pet-whale.pet-whale.pet-snake.pet-scorpion,pet-dog.pet-sheep.pet-tabby-cat.pet-snake.pet-pig,0
pet-horse.pet-hedgehog.pet-mosquito.pet-bee.pet-crocodile,pet-seal.pet-poodle.pet-turkey.pet-buffalo.pet-chicken,1
pet-octopus.pet-elephant.pet-deer.pet-dragon.pet-scorpion,pet-blowfish.pet-kangaroo.pet-bison.pet-bluebird.pet-pig,0
pet-horse.pet-fly.pet-peacock.pet-dirty-rat.pet-camel,pet-tiger.pet-tiger.pet-camel.pet-crab.pet-bison,0
pet-worm.pet-caterpillar.pet-buffalo.pet-puppy.pet-elephant,pet-dirty-rat.pet-turtle.pet-dog.pet-boar.pet-bluebird,1
pet-tabby-cat.pet-cat.pet-crab.pet-penguin.pet-rabbit,pet-hippo.pet-fish.pet-fish.pet-poodle.pet-flamingo,1
pet-rooster.pet-octopus.pet-otter.pet-dodo.pet-beaver,pet-tyrannosaurus.pet-boar.pet-rooster.pet-whale.pet-cricket,1
pet-penguin.pet-shrimp.pet-owl.pet-scorpion.pet-rhino,pet-eagle.pet-caterpillar.pet-sheep.pet-poodle.pet-hippo,2
pet-squirrel.pet-duck.pet-spider.pet-dirty-rat.pet-boar,pet-llama.pet-dromedary.pet-cricket.pet-swan.pet-leopard,0
pet-ant.pet-dolphin.pet-swan.pet-octopus.pet-cow,pet-worm.pet-tropical-fish.pet-dirty-rat.pet-chicken.pet-dragon,0
pet-giraffe.pet-poodle.pet-seal.pet-flamingo.pet-llama,pet-bison.pet-whale.pet-ant.pet-scorpion.pet-deer,1
pet-bat.pet-mammoth.pet-horse.pet-shrimp.pet-cow,pet-chicken.pet-tabby-cat.pet-worm.pet-mosquito.pet-parrot,0
pet-blowfish.pet-mosquito.pet-scorpion.pet-bluebird.pet-ladybug,pet-tyrannosaurus.pet-monkey.pet-spider.pet-parrot.pet-dodo,1
pet-bat.pet-caterpillar.pet-crocodile.pet-bluebird.pet-rhino,pet-tyrannosaurus.pet-squirrel.pet-sheep.pet-ant.pet-sloth,0
pet-rabbit.pet-puppy.pet-tabby-cat.pet-pig.pet-duck,pet-mammoth.pet-llama.pet-rat.pet-seal.pet-dirty-rat,1
pet-otter.pet-chicken.pet-duck.pet-deer.pet-tiger,pet-goat.pet-spider.pet-whale.pet-hippo.pet-cat,1
pet-badger.pet-chicken.pet-parrot.pet-eagle.pet-badger,pet-bat.pet-dolphin.pet-butterfly.pet-worm.pet-parrot,0
pet-whale.pet-sloth.pet-camel.pet-penguin.pet-otter,pet-sheep.pet-penguin.pet-mosquito.pet-gorilla.pet-boar,1
